City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Druskininkų m.,-,Neravų g.,-,https://www.aruodas.lt/butai-druskininkuose-neravu-g-parduodami-1-4-kambariu-26-68-kv-m-1-2737963/,29500,1095,1,26.94,4,9,-,-,2009,Mūrinis,Kita,Įrengtas,-,-,-,-,6/12/2019,7/16/2019,3,659,37060604614,54.026778 24.017385
Druskininkų m.,-,Neravų g.,-,https://www.aruodas.lt/butai-druskininkuose-neravu-g-gyventi-ir-poilsiauti-druskininkuose-reiskia-1-2737961/,44400,1089,2,40.78,4,9,-,-,2009,Mūrinis,Kita,Įrengtas,-,-,-,-,6/12/2019,7/16/2019,2,588,37060604614,54.026778 24.017385
Klaipėda, Centras,Šermukšnių g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-sermuksniu-g-naujos-staybos-komfortiskas-3-iu-k-butas-1-2565757/,81310,1350,3,60.23,2,3,-,9,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Vieta automobiliui Drabužinė,Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,6/12/2019,8/1/2019,22,1039,37063044420,55.698832 21.138505
Palanga,-,Vanagupės g.,-,https://www.aruodas.lt/butai-palangoje-vanagupes-g-palangoje-vanagupes-gatveje-parduodamas-1-o-1-2697179/,29500,1194,1,24.7,3,4,-,13,1989,Mūrinis,Centrinis,Įrengtas,Nauja elektros instaliacija Kabelinė televizija,-,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys,6/12/2019,6/12/2019,12,2011,37069815604,55.939809 21.071327
Vilnius, Fabijoniškės,Salomėjos Nėries g.,-,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-salomejos-neries-g-parduodamas-dvieju-kambariu-butas-su-dideliu-1-2737921/,65000,1383,2,47,12,12,-,93,2006,Blokinis,Centrinis kolektorinis,Įrengtas,Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas,Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,6/12/2019,8/5/2019,17,1914,37068353098,54.742069 25.229934
Vilnius, Verkiai,Žaliųjų Ežerų g.,-,https://www.aruodas.lt/butai-vilniuje-verkiuose-zaliuju-ezeru-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-2737915/,28200,648,1,43.53,1,1,4,18,1940,Medinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,6/12/2019,6/26/2019,1,843,852112711,54.752758 25.29027
Vilnius, Senamiestis,Raugyklos g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-raugyklos-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-2737909/,22000,999,1,22.03,1,2,13,5,1940,Mūrinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,6/12/2019,6/26/2019,23,7858,852112711,54.675438 25.2824
Vilnius, Naujoji Vilnia,Pramonės g.,-,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-2737907/,14100,294,2,48.02,1,1,2,189,1940,Medinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,6/12/2019,6/26/2019,4,2357,852112711,54.692898 25.453706
Vilnius, Lazdynai,Jonažolių g.,-,https://www.aruodas.lt/butai-vilniuje-lazdynuose-jonazoliu-g-parduodamas-modernus-ir-sviesus-2-ju-kambariu-1-2737893/,129900,1908,2,68.07,2,7,-,3,2015,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Videokameros,6/12/2019,7/30/2019,3,1198,37068377436,54.667081 25.213725
Vilnius, Šnipiškės,Kalvarijų g.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-2737879/,56200,1356,2,41.46,1,2,3,74,1940,Mūrinis,Kietu kuru,Kita,-,-,-,-,6/12/2019,6/26/2019,3,1824,852112711,54.701853 25.283054
Širvintų m.,-,Vilniaus g.,-,https://www.aruodas.lt/butai-sirvintose-vilniaus-g-vi-turto-bankas-im-k-112021042-buveine-1-2737875/,3150,202,1,15.59,4,4,57,41,1967,Mūrinis,Centrinis,Neįrengtas,Varžytynės/aukcionas,-,-,-,6/12/2019,7/30/2019,-,1293,37067563474,55.041703 24.955664
Vilnius, Šnipiškės,Kalvarijų g.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-vilniaus-miesto-savivaldybe-vieso-aukciono-1-2737871/,32600,555,3,58.7,1,1,5,42,1940,Medinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,6/12/2019,6/26/2019,3,1535,852112711,54.698276 25.281998
Vilnius, Pašilaičiai,Pavilnionių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pavilnioniu-g-levandu-namai-tai-naujas-modernus-1-2737843/,73500,1577,2,46.61,2,8,-,-,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/12/2019,8/14/2019,7,1727,37060084306,54.736381 25.212384
Vilnius, Pašilaičiai,Pavilnionių g.,2,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pavilnioniu-g-parduodamas-tik-irengtas-sviesus-2k-1-2732355/,73500,1564,2,47,2,8,-,53,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,-,Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,7/17/2019,8/19/2019,18,2180,37067741041,54.736381 25.212384
Vilnius, Pašilaičiai,Pavilnionių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pavilnioniu-g-naujos-statybos-levandu-namu-projekte-1-2669373/,73500,1577,2,46.61,2,8,-,-,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Kabelinė televizija Internetas Virtuvė sujungta su kambariu,-,-,Kodinė laiptinės spyna Šarvuotos durys,2/2/2019,7/8/2019,15,3882,37066516777,54.736381 25.212384
Klaipėda, Žardininkai,Taikos pr.,-,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-taikos-pr-parduodamas-2-kamb-butas-taikos-pr-g-29-1-2737793/,62000,1265,2,49,2,9,-,135,1978,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/12/2019,6/12/2019,2,188,37067310401,55.667671 21.174157
Klaipėda, Varpai,Smiltelės g.,-,https://www.aruodas.lt/butai-klaipedoje-varpuose-smilteles-g-parduodamas-2-kam-su-holu-butas-smilteles-5-1-2737783/,55000,902,2,61,5,5,-,41,1992,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/12/2019,6/12/2019,2,240,37067310401,55.66653 21.181251
Kaunas, Žaliakalnis,Aušros g.,-,https://www.aruodas.lt/butai-kaune-zaliakalnyje-ausros-g-geroje-vietoje-3-k-butas-su-kiemeliu-1-2737779/,49000,925,3,53,1,2,-,-,1940,Mūrinis,Dujinis,Įrengtas,-,-,-,-,6/12/2019,8/11/2019,34,3896,37065906670,54.901806 23.917265
Klaipėdos r. sav., Gargždų m.,Klaipėdos g.,-,https://www.aruodas.lt/butai-klaipedos-rajone-gargzdu-m-klaipedos-g-erdvus-tvarkingas-ir-visa-gyvenima-saugotas-1-2737767/,45000,750,3,60,2,2,-,-,1969,Mūrinis,"Elektra, kietu kuru",Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,-,6/12/2019,7/19/2019,1,998,37060165910,-
Palanga,-,Užkanavės g.,-,https://www.aruodas.lt/butai-palangoje-uzkanaves-g-uzkanaves-gatveje-100-metru-atstumu-iki-1-2737703/,63000,3000,1,21,1,3,-,-,2006,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Vieta automobiliui,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys,6/12/2019,7/5/2019,1,588,37068612707,-
Klaipėda, Centras,Rumpiškės g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-rumpiskes-g-parduodamas-4-kambariu-su-holu-butas-1-2737699/,72000,809,4,89,1,10,-,-,1991,Mūrinis,Centrinis,Įrengtas,-,-,-,-,6/12/2019,6/12/2019,2,315,37067419090,-
Palanga,-,Žirgų tak.,-,https://www.aruodas.lt/butai-palangoje-zirgu-tak-naujos-statybos-butas-gamtos-apsuptyje-1-1-2737691/,49900,1512,1,33,1,4,-,-,2011,Mūrinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Sandėliukas Balkonas Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,6/12/2019,6/12/2019,2,676,37064892454,55.905077 21.07648
Klaipėda, Centras,Birutės g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-birutes-g-parduodamas-3-kambariu-butas-birutes-g-66-1-2737685/,82000,1242,3,66,4,5,-,-,1979,Mūrinis,Centrinis,Įrengtas,-,-,-,-,6/12/2019,6/12/2019,-,289,37067419090,-
Kaunas, Kalniečiai,Savanorių pr.,-,https://www.aruodas.lt/butai-kaune-kalnieciuose-savanoriu-pr-parduodamas-keturiu-kambariu-butas-savanoriu-1-2718977/,58800,767,4,76.64,2,5,-,298,1973,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/12/2019,8/12/2019,14,2098,37064017591,54.921116 23.957332
Palanga,-,Tremtinių g.,-,https://www.aruodas.lt/butai-palangoje-tremtiniu-g-ekonomiskas-siltas-ypatingai-aukstos-1-2737569/,97900,1847,3,53,2,2,-,1,2017,Mūrinis,Dujinis,Įrengtas,Atskiras įėjimas Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui Yra palėpė,Kondicionierius Šildomos grindys Židinys Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Signalizacija,6/11/2019,8/10/2019,4,1204,37069883131,55.959815 21.0763
Šilutės m.,-,Knygnešių g.,-,https://www.aruodas.lt/butai-siluteje-knygnesiu-g-parduodamas-jaukus-ir-erdvus-2-kambariu-butas-1-2737493/,34000,518,2,65.69,5,5,-,-,1993,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Balkonas,Vonia Su baldais Skalbimo mašina,Kodinė laiptinės spyna,6/11/2019,6/11/2019,-,944,37069355008,-
Vilnius, Viršuliškės,Viršuliškių g.,-,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g--isskirtines-isigyjimo-salygos-pirmiesiems-1-2737487/,145000,1517,4,95.58,1,11,11,38,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/11/2019,8/13/2019,19,3875,37060089188,54.707524 25.225379
Vilnius, Viršuliškės,Viršuliškių g.,-,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g--isskirtines-isigyjimo-salygos-pirmiesiems-1-2737485/,102600,1718,3,59.71,1,11,17,38,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/11/2019,8/14/2019,4,1754,37060089188,54.707524 25.225379
Trakų m.,-,Vytauto g.,-,https://www.aruodas.lt/butai-trakuose-vytauto-g-traku-miesto-centre-parduodamas-2-kambariu-1-2737467/,24500,533,2,46,1,1,-,-,1940,Medinis,"Elektra, kietu kuru",Įrengtas,Atskiras įėjimas Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Vieta automobiliui Yra palėpė,Skalbimo mašina Su baldais Viryklė Židinys Dušo kabina,-,6/11/2019,6/14/2019,8,3849,37062737072,-
Alytus, Vidzgiris,Jaunimo g.,-,https://www.aruodas.lt/butai-alytuje-vidzgiryje-jaunimo-g-parduodamas-dvieju-kambariu-butas-vidzgiryje-1-2737451/,23500,498,2,47.21,5,5,-,-,1979,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/11/2019,8/5/2019,2,5048,37060036741,-
Plungės m.,-,A. Jucio g.,-,https://www.aruodas.lt/butai-plungeje-a-jucio-g-parduodamas-tvarkingas-1-kambario-butas-1-2737441/,24000,717,1,33.45,4,5,-,-,"1982 statyba, 2012 renovacija",Blokinis,Centrinis,Įrengtas,Internetas,Sandėliukas,-,Šarvuotos durys,6/11/2019,8/3/2019,-,1325,37061822900,-
Vilnius, Antakalnis,P. Vileišio g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-kvieciame-i-atviru-duru-dienas-filaretu-1-2737417/,155545,2164,3,71.89,2,4,-,-,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,6/11/2019,8/9/2019,8,780,37062421654,54.704592 25.308243
Vilnius, Antakalnis,P. Vileišio g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-antakalnio-kranto-namu-langai-zvelgia-i-1-2711255/,155545,2164,3,71.89,2,4,-,-,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,4/23/2019,8/19/2019,7,1165,37068587595,54.704592 25.308243
Palanga,-,Vanagupės g.,-,https://www.aruodas.lt/butai-palangoje-vanagupes-g-2-kambariu-butas-vanagupes-g-palangoje-1-2730215/,76000,2125,2,35.77,4,4,-,-,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Kabelinė televizija Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/11/2019,6/11/2019,8,2433,37064892454,55.937469 21.072934
Palanga,-,Vanagupės g.,1,https://www.aruodas.lt/butai-palangoje-vanagupes-g-jaukus-2-kambariu-butas-vanagupes-g-1-2671181/,71000,1972,2,36,4,4,-,24,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,8/19/2019,8/19/2019,15,77,37060886551,55.937469 21.072934
Neringos m.,-,Gintaro Įlankos g.,-,https://www.aruodas.lt/butai-neringoje-gintaro-ilankos-g-rekonstruotas-puikus-ir-itin-sviesus-1-2737377/,111000,2243,3,49.49,1,4,-,-,2013,Mūrinis,Elektra,Įrengtas,-,-,-,-,6/11/2019,6/11/2019,6,716,37062233861,55.553625 21.125449
Vilnius, Šiaurės miestelis,S. Žukausko g.,-,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-s-zukausko-g-parduodamas-3k-butas-siaures-miestelyje-1-2737345/,259000,2304,3,112.4,3,9,-,-,2007,Mūrinis,Centrinis kolektorinis,Įrengtas,Kabelinė televizija Internetas Virtuvė sujungta su kambariu,Balkonas,Vonia Su baldais Skalbimo mašina,Kodinė laiptinės spyna Šarvuotos durys,6/11/2019,6/11/2019,4,1012,37062233861,54.707026 25.299375
Vilnius, Naujininkai,Panevėžio g.,-,https://www.aruodas.lt/butai-vilniuje-naujininkuose-panevezio-g-parduodamas-butas-su-atskiru-kiemeliu-ir-1-2736367/,80000,716,6,111.7,1,6,-,-,1980,Mūrinis,Centrinis,Įrengtas,-,-,-,-,6/11/2019,8/10/2019,16,1916,37068311504,54.662532 25.283196
Panevėžys, Molainiai,Molainių g.,-,https://www.aruodas.lt/butai-panevezyje-molainiuose-molainiu-g-parduodamas-4-kambariu-butas-molainiu-g-1-2737301/,47000,541,4,86.83,5,5,-,76,"1990 statyba, 2016 renovacija",Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Balkonas Rūsys,Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,6/11/2019,6/14/2019,6,939,37060612233,55.722267 24.323025
Vilnius, Žvėrynas,Paribio g.,-,https://www.aruodas.lt/butai-vilniuje-zveryne-paribio-g-parduodamas-puikiai-irengtas-2-ju-kambariu-1-2647463/,114000,1956,2,58.27,2,4,-,25B,2007,Mūrinis,Centrinis kolektorinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina Vonia,Šarvuotos durys Kodinė laiptinės spyna,6/11/2019,7/12/2019,111,5110,37061515111,54.702141 25.251169
Klaipėda, Varpai,Smiltelės g.,-,https://www.aruodas.lt/butai-klaipedoje-varpuose-smilteles-g-smilteles-g-3-k-78-kvm-butas-19a-bute-1-2737283/,59000,756,3,78,1,9,-,-,1989,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/11/2019,6/11/2019,4,483,37061407549,-
Klaipėdos r. sav., Gargždų m.,P. Cvirkos g.,-,https://www.aruodas.lt/butai-klaipedos-rajone-gargzdu-m-p-cvirkos-g-gargzduose-pcvirkos-g-parduodamas-3-k-61-1-2737279/,42000,689,3,61,5,5,-,-,1976,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/11/2019,6/11/2019,-,473,37061407549,55.711193 21.389421
Palanga,-,Kunigiškių g.,-,https://www.aruodas.lt/butai-palangoje-kunigiskiu-g-pristatome-jums-naujai-pastatyta-proketa-1-2737253/,89498,1870,3,47.86,3,3,-,-,2018,Blokinis,Dujinis,Įrengtas,-,-,-,-,6/11/2019,7/12/2019,6,756,37069998676,-
Palanga,-,Kunigiškių g.,-,https://www.aruodas.lt/butai-palangoje-kunigiskiu-g-pristatome-jums-naujai-pastatyta-proketa-1-2737235/,66759,1870,2,35.7,2,3,-,-,2018,Blokinis,Dujinis,Įrengtas,-,-,-,-,6/11/2019,7/12/2019,15,2195,37069998676,-
Palanga,-,Vytauto g.,-,https://www.aruodas.lt/butai-palangoje-vytauto-g-parduodamas-kokybiskai-irengtas-butas-paciame-1-2737225/,105700,1983,3,53.31,3,3,-,-,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/11/2019,7/18/2019,4,602,37069998676,55.918262 21.066253
Palanga,-,Kunigiškių g.,-,https://www.aruodas.lt/butai-palangoje-kunigiskiu-g-pristatome-jums-naujai-pastatyta-projekta-1-2737221/,107946,1800,3,59.97,3,3,-,-,2018,Blokinis,Dujinis,Įrengtas,-,-,-,-,6/11/2019,7/22/2019,1,455,37069998676,-
Palanga,-,J. Biliūno g.,-,https://www.aruodas.lt/butai-palangoje-j-biliuno-g-pristatome-jums-naujus-butus-palangos-sirdyje-1-2737215/,112959,2100,3,53.79,3,3,-,-,2014,Mūrinis,Elektra,Įrengtas,-,-,-,-,6/11/2019,8/8/2019,1,424,37069998676,55.919401 21.066016
Palanga,-,J. Biliūno g.,-,https://www.aruodas.lt/butai-palangoje-j-biliuno-g-pristatome-jums-naujus-butus-palangos-sirdyje-1-2737213/,91770,1900,2,48.3,3,3,-,-,2014,Mūrinis,Elektra,Įrengtas,-,-,-,-,6/11/2019,8/8/2019,13,2986,37069998676,55.919401 21.066016
Palanga,-,J. Biliūno g.,-,https://www.aruodas.lt/butai-palangoje-j-biliuno-g-pristatome-jums-naujus-butus-palangos-sirdyje-1-2737211/,147180,2000,3,73.59,3,3,-,-,2014,Mūrinis,Elektra,Įrengtas,-,-,-,-,6/11/2019,8/8/2019,5,8468,37069998676,55.919401 21.066016
Palanga,-,J. Biliūno g.,-,https://www.aruodas.lt/butai-palangoje-j-biliuno-g-pristatome-jums-naujus-butus-palangos-sirdyje-1-2737209/,103911,1900,2,54.69,3,3,-,-,2014,Mūrinis,Elektra,Įrengtas,-,-,-,-,6/11/2019,8/8/2019,6,493,37069998676,55.919401 21.066016
Palanga,-,Kunigiškių g.,-,https://www.aruodas.lt/butai-palangoje-kunigiskiu-g-pristatome-jums-naujai-pastatyta-projekta-1-2737177/,114966,1800,3,63.87,3,3,-,-,2018,Blokinis,Dujinis,Įrengtas,Internetas,Terasa,-,Šarvuotos durys Signalizacija,6/11/2019,7/23/2019,3,637,37061007774,-
Kaunas, Šilainiai,J. Grušo g.,-,https://www.aruodas.lt/butai-kaune-silainiuose-j-gruso-g-parduodamas-dvieju-kambariu-48-kvm-ploto-1-2737147/,59000,1229,2,48,4,5,-,13,2000,Mūrinis,Centrinis,Įrengtas,Aukštos lubos Tualetas ir vonia atskirai Uždaras kiemas Internetas Kabelinė televizija,Rūsys Vieta automobiliui,Su baldais Virtuvės komplektas,Šarvuotos durys,6/11/2019,7/1/2019,11,1951,37061336631,54.926824 23.896008
Palanga,-,Vytauto g.,-,https://www.aruodas.lt/butai-palangoje-vytauto-g-parduodamas-kokybiskai-irengtas-butas-paciame-1-2737145/,124000,3030,2,40.92,3,3,-,-,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/11/2019,8/1/2019,1,1735,37061007774,55.918262 21.066253
Mažeikių m.,-,Pavasario g.,-,https://www.aruodas.lt/butai-mazeikiuose-pavasario-g-parduodamas-erdvus-3-kamb-butas-pavasario-g-1-2737093/,42500,545,3,78.01,5,5,-,41,1993,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Internetas,Sandėliukas Balkonas Rūsys Yra palėpė Drabužinė,Virtuvės komplektas Dušo kabina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,6/11/2019,7/17/2019,-,1247,37061102776,56.299046 22.343621
Vilnius, Naujamiestis,Skroblų g.,-,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-skroblu-g-parduodamas-pilnai-suremontuotas-sviesus-1-2737051/,39000,2053,1,19,5,5,-,-,1990,Mūrinis,Centrinis,Įrengtas,-,-,-,-,6/11/2019,6/11/2019,41,4369,37068420704,54.667496 25.252786
Vilnius, Pašilaičiai,Gabijos g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-butas-jau-irengtas-kvieciu-apziureti-kaip-1-2644445/,117000,1729,3,67.66,4,5,-,-,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Virtuvė sujungta su kambariu,Balkonas,-,Kodinė laiptinės spyna,6/11/2019,8/6/2019,11,1258,37060084306,54.735945 25.227587
Vilnius, Naujamiestis,Mindaugo g.,-,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-3-ju-kambariu-butas-1-2736987/,119000,1681,3,70.78,1,5,-,-,1940,Mūrinis,Dujinis,Įrengtas,Kabelinė televizija Internetas Virtuvė sujungta su kambariu,-,Vonia Su baldais Skalbimo mašina,Kodinė laiptinės spyna Šarvuotos durys,6/11/2019,6/11/2019,26,3898,37062233861,54.67477 25.274679
Vilnius, Senamiestis,Mindaugo g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-mindaugo-g-parduodamas-3-ju-kambariu-butas-1-2712105/,119000,1681,3,70.78,1,5,-,-,1940,Mūrinis,Dujinis,Įrengtas,Internetas Kabelinė televizija Virtuvė sujungta su kambariu,-,Skalbimo mašina Su baldais Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/24/2019,5/13/2019,40,4725,37062233861,54.67477 25.274679
Druskininkų m.,-,Gardino g.,-,https://www.aruodas.lt/butai-druskininkuose-gardino-g-parduodamas-labai-jaukus-dvieju-kambariu-1-2736965/,24000,699,2,34.32,5,5,-,-,"1973 statyba, 2018 renovacija",Mūrinis,Centrinis,Įrengtas,-,-,-,-,6/11/2019,7/12/2019,1,777,37065016100,54.001865 23.987821
Vilnius, Senamiestis,Jogailos g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-jogailos-g-apie-buta-parduodamas-puikiai-irengtas-2-1-2736939/,188253,2896,2,65,3,4,-,-,1940,Mūrinis,Centrinis,Įrengtas,Internetas Virtuvė sujungta su kambariu,Balkonas,Šaldytuvas Virtuvės komplektas Viryklė Židinys Vonia,Kodinė laiptinės spyna Šarvuotos durys,6/11/2019,6/11/2019,4,627,37065742234,-
Vilnius, Senamiestis,Olimpiečių g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-olimpieciu-g-parduodamas-prabangus-triju-kambariu-127-kv-1-2736927/,740000,5827,3,127,3,4,-,-,2007,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/11/2019,7/17/2019,4,2174,37068260410,54.692942 25.296262
Vilnius, Senamiestis,M. Daukšos g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-m-dauksos-g-parduodamas-triju-kambariu-butas-senamiestyje-1-2736917/,150000,2870,3,52.26,1,3,-,-,1940,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/11/2019,7/17/2019,3,811,37068260410,54.673987 25.290548
Vilnius, Senamiestis,M. Daukšos g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-m-dauksos-g-parduodamas-2k-butas-m-dauksos-g-1-2723411/,149990,2870,3,52.26,1,2,-,3,"1940 statyba, 2016 renovacija",Mūrinis,Dujinis,Įrengtas,Atskiras įėjimas Aukštos lubos Uždaras kiemas Virtuvė sujungta su kambariu,Rūsys Vieta automobiliui,Su baldais Šaldytuvas Viryklė Vonia,Šarvuotos durys Signalizacija,5/15/2019,5/17/2019,6,1016,37068420609,54.673987 25.290548
Kaunas, Žaliakalnis,Savanorių pr.,-,https://www.aruodas.lt/butai-kaune-zaliakalnyje-savanoriu-pr-1-2736863/,35000,180,4,194.76,5,5,-,-,1959,Mūrinis,Centrinis,Neįrengtas,-,-,-,Kodinė laiptinės spyna,6/11/2019,7/2/2019,3,2368,37060667577,54.91187 23.935088
Vilnius, Senamiestis,Raugyklos g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-raugyklos-g-parduodamas-3-ju-kambariu-butas-raugyklos-1-2736805/,205000,2655,3,77.2,1,4,-,-,2019,Mūrinis,"Elektra, centrinis kolektorinis",Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Terasa,Plastikiniai vamzdžiai,-,6/10/2019,8/19/2019,8,1201,37065577789,54.673532  25.279628
Kėdainių r. sav., Šlapaberžės k.,Žalioji g.,-,https://www.aruodas.lt/butai-kedainiuose-slapaberzes-k-zalioji-g-parduodamas-erdvus-4-ju-kambariu-butas-1-2736795/,14500,191,4,76,1,2,-,3A,1973,Blokinis,Kietu kuru,Įrengtas,-,-,-,-,6/10/2019,8/16/2019,1,4067,37064767242,55.422848 23.925229
